Restaurant_id,Category
hughies-houston-2,vietnamese
hughies-houston-2,asianfusion
hughies-houston-2,sandwiches
mi-recuerdo-colombian-and-mexican-restaurant-houston,mexican
mi-recuerdo-colombian-and-mexican-restaurant-houston,colombian
casarez-houston,mexican
casarez-houston,cajun
poke-bar-houston-9,sushi
poke-bar-houston-9,poke
poke-bar-houston-9,hawaiian
ship-and-shield-houston-3,scandinavian
ship-and-shield-houston-3,pubs
rays-real-pit-bbq-shack-houston-2,bbq
rays-real-pit-bbq-shack-houston-2,seafood
rays-real-pit-bbq-shack-houston-2,sandwiches
julep-houston,cocktailbars
julep-houston,tapasmallplates
julep-houston,whiskeybars
burger-chan-houston,hotdog
burger-chan-houston,burgers
burger-chan-houston,breakfast_brunch
little-matts-houston-2,tex-mex
little-matts-houston-2,burgers
little-matts-houston-2,sandwiches
piola-houston,pizza
piola-houston,italian
piola-houston,salad
fm-kitchen-and-bar-houston-2,bars
fm-kitchen-and-bar-houston-2,southern
fadis-meyerland-mediterranean-grill-houston,greek
fadis-meyerland-mediterranean-grill-houston,mediterranean
fadis-meyerland-mediterranean-grill-houston,mideastern
the-blue-fish-bayou-place-houston-2,sushi
the-blue-fish-bayou-place-houston-2,japanese
the-blue-fish-bayou-place-houston-2,seafood
the-district-houston-2,newamerican
the-district-houston-2,seafood
the-district-houston-2,southern
republic-diner-sojubang-houston-4,korean
republic-diner-sojubang-houston-4,gastropubs
republic-diner-sojubang-houston-4,cocktailbars
petrol-station-houston,tradamerican
petrol-station-houston,burgers
petrol-station-houston,beergardens
italian-express-pizzeria-houston,pizza
helen-greek-food-and-wine-houston,greek
helen-greek-food-and-wine-houston,wine_bars
golden-dumpling-house-houston,chinese
bibos-cafe-houston-2,vietnamese
bibos-cafe-houston-2,coffee
jimees-bbq-houston,bbq
piggys-kitchen-and-bar-houston,breakfast_brunch
piggys-kitchen-and-bar-houston,bars
piggys-kitchen-and-bar-houston,tradamerican
dak-and-bop-houston,chicken_wings
dak-and-bop-houston,korean
dak-and-bop-houston,asianfusion
govindas-vegetarian-cuisine-houston,indpak
govindas-vegetarian-cuisine-houston,vegetarian
govindas-vegetarian-cuisine-houston,vegan
mala-sichuan-bistro-houston,szechuan
argentina-cafe-houston,latin
argentina-cafe-houston,argentine
argentina-cafe-houston,cafes
the-nickel-sandwich-grill-houston,sandwiches
the-nickel-sandwich-grill-houston,tradamerican
the-nickel-sandwich-grill-houston,burgers
oporto-café-houston-2,tapas
oporto-café-houston-2,wine_bars
oporto-café-houston-2,portuguese
relish-restaurant-and-bar-houston,tradamerican
m-and-m-hamburger-houston,burgers
aladdin-mediterranean-cuisine-houston,mideastern
aladdin-mediterranean-cuisine-houston,greek
aladdin-mediterranean-cuisine-houston,mediterranean
the-burger-joint-houston-10,burgers
the-burger-joint-houston-10,hotdog
the-burger-joint-houston-10,sandwiches
piada-italian-street-food-houston-2,salad
piada-italian-street-food-houston-2,italian
piada-italian-street-food-houston-2,sandwiches
hungrys-houston-2,newamerican
hungrys-houston-2,breakfast_brunch
sozo-sushi-and-lounge-houston,sushi
best-donuts-houston-3,donuts
best-donuts-houston-3,breakfast_brunch
best-donuts-houston-3,bakeries
house-of-hoopz-bbq-and-crawfish-houston-3,bbq
house-of-hoopz-bbq-and-crawfish-houston-3,seafood
holy-smokes-bar-b-que-houston,bbq
888-chinese-restaurant-houston-2,chinese
boombox-taco-houston,foodtrucks
boombox-taco-houston,tacos
lets-noodle-houston,chinese
lets-noodle-houston,noodles
lucilles-houston,newamerican
lucilles-houston,southern
burns-original-bbq-houston,bbq
café-rabelais-houston-2,french
café-rabelais-houston-2,brasseries
akashi-asian-sushi-cuisine-and-wine-bar-houston-7,sushi
akashi-asian-sushi-cuisine-and-wine-bar-houston-7,japanese
akashi-asian-sushi-cuisine-and-wine-bar-houston-7,chinese
super-la-mexicana-houston,mexican
the-honeymoon-cafe-and-bar-houston,cocktailbars
the-honeymoon-cafe-and-bar-houston,cafes
the-honeymoon-cafe-and-bar-houston,coffee
haabanero-houston,mexican
asia-market-thai-lao-food-houston-2,laotian
asia-market-thai-lao-food-houston-2,thai
gyu-kaku-japanese-bbq-houston,japanese
gyu-kaku-japanese-bbq-houston,bbq
gyu-kaku-japanese-bbq-houston,tapas
arabella-mediterranean-cuisine-houston,mediterranean
arabella-mediterranean-cuisine-houston,mideastern
arabella-mediterranean-cuisine-houston,greek
federal-american-grill-houston-3,newamerican
federal-american-grill-houston-3,burgers
federal-american-grill-houston-3,cocktailbars
trulucks-houston,seafood
trulucks-houston,steak
brennans-of-houston-houston,cajun
brennans-of-houston-houston,steak
brennans-of-houston-houston,tradamerican
kukuri-houston,sushi
kukuri-houston,japanese
pappys-cafe-houston,tradamerican
pappys-cafe-houston,comfortfood
pappys-cafe-houston,cafes
brookstreet-bar-b-que-houston-2,bbq
brookstreet-bar-b-que-houston-2,southern
polonia-restaurant-houston-3,polish
polonia-restaurant-houston-3,desserts
polonia-restaurant-houston-3,sandwiches
sparkles-hamburger-spot-houston-3,burgers
saeeds-mediterranean-grill-houston-3,mediterranean
saeeds-mediterranean-grill-houston-3,halal
saeeds-mediterranean-grill-houston-3,sandwiches
maclanes-cafe-houston,cafes
maclanes-cafe-houston,tradamerican
maclanes-cafe-houston,newamerican
just-dinner-houston-2,newamerican
le-pams-house-of-creole-houston,cajun
le-pams-house-of-creole-houston,seafood
le-pams-house-of-creole-houston,soulfood
banh-mi-etc-houston,vietnamese
banh-mi-etc-houston,sandwiches
banh-mi-etc-houston,juicebars
surya-india-houston,indpak
island-sizzler-jamaican-rum-bar-and-grill-houston,caribbean
island-sizzler-jamaican-rum-bar-and-grill-houston,sportsbars
brenners-steakhouse-on-the-bayou-houston,steak
brenners-steakhouse-on-the-bayou-houston,newamerican
brenners-steakhouse-on-the-bayou-houston,seafood
noodles-and-company-houston-2,vietnamese
noodles-and-company-houston-2,noodles
noodles-and-company-houston-2,soup
midtown-grill-houston,tradamerican
reggae-hut-houston,caribbean
la-macro-houston-7,foodtrucks
la-macro-houston-7,tacos
huynh-restaurant-houston,vietnamese
a-little-seoul-houston-2,korean
house-of-pies-houston-4,breakfast_brunch
house-of-pies-houston-4,desserts
house-of-pies-houston-4,sandwiches
shepherd-park-draught-house-houston,newamerican
shepherd-park-draught-house-houston,gastropubs
shepherd-park-draught-house-houston,breakfast_brunch
two-brothers-smokin-oak-kitchen-houston-2,foodtrucks
two-brothers-smokin-oak-kitchen-houston-2,bbq
treebeards-houston,southern
treebeards-houston,cafeteria
mias-table-houston,tradamerican
mias-table-houston,bbq
mias-table-houston,burgers
double-apple-grill-houston-3,hookah_bars
double-apple-grill-houston-3,mideastern
double-apple-grill-houston-3,hotdogs
asahi-sushi-houston,sushi
asahi-sushi-houston,japanese
hanz-diner-houston,tradamerican
hanz-diner-houston,breakfast_brunch
hanz-diner-houston,diners
pappas-burger-houston-3,burgers
pampa-grill-and-market-houston-2,argentine
pampa-grill-and-market-houston-2,latin
dona-maria-houston,mexican
luna-pizzeria-houston,pizza
luna-pizzeria-houston,salad
luna-pizzeria-houston,sandwiches
aroy-dee-thai-cuisine-houston,thai
taste-of-the-caribbean-houston,caribbean
taste-of-the-caribbean-houston,buffets
the-barking-pig-houston,wine_bars
the-barking-pig-houston,tapasmallplates
the-barking-pig-houston,cocktailbars
hops-meet-barley-houston,gastropubs
hops-meet-barley-houston,beerbar
hops-meet-barley-houston,tradamerican
nee-hao-restaurant-houston,chinese
seasons-52-houston-2,newamerican
seasons-52-houston-2,wine_bars
seasons-52-houston-2,breakfast_brunch
masraffs-houston,newamerican
masraffs-houston,seafood
pho-hai-houston,vietnamese
bcn-taste-and-tradition-houston,catalan
bcn-taste-and-tradition-houston,spanish
fajitas-a-go-go-houston,tex-mex
fajitas-a-go-go-houston,vegetarian
fajitas-a-go-go-houston,mexican
mia-bella-trattoria-houston-14,italian
pappasitos-cantina-houston-2,tex-mex
pappasitos-cantina-houston-2,seafood
fresh-off-the-bowl-houston,vietnamese
potente-houston,italian
potente-houston,seafood
jonathans-the-rub-houston,newamerican
jonathans-the-rub-houston,seafood
jonathans-the-rub-houston,steak
bovine-and-barley-houston,bars
bovine-and-barley-houston,newamerican
calliopes-houston,cajun
calliopes-houston,seafood
calliopes-houston,chicken_wings
the-branch-houston-2,beerbar
the-branch-houston-2,gastropubs
carriage-house-café-houston-2,tradamerican
happy-fatz-houston,desserts
happy-fatz-houston,hotdog
happy-fatz-houston,coffee
bonfire-wings-houston,cajun
bonfire-wings-houston,chicken_wings
bonfire-wings-houston,tradamerican
franks-grill-houston,breakfast_brunch
franks-grill-houston,diners
franks-grill-houston,tradamerican
pappas-seafood-house-houston-5,seafood
pappas-seafood-house-houston-5,cajun
hs-green-houston-4,salad
hs-green-houston-4,pizza
hs-green-houston-4,juicebars
zydeco-louisiana-diner-houston,cajun
texas-seafood-restaurant-houston,seafood
the-pupusa-bar-houston,foodstands
the-pupusa-bar-houston,salvadoran
the-pupusa-bar-houston,gluten_free
old-mexico-houston,mexican
little-bigs-houston-6,hotdog
little-bigs-houston-6,burgers
restaurante-monte-cristo-houston,restaurants
mf-sushi-houston-2,sushi
the-union-kitchen-houston,newamerican
korean-noodle-house-houston-4,korean
korean-noodle-house-houston-4,noodles
korean-noodle-house-houston-4,seafood
best-soul-food-in-town-houston-2,soulfood
best-soul-food-in-town-houston-2,tradamerican
el-greco-kitchen-and-grill-houston-3,greek
the-crawfish-pot-and-oyster-bar-houston-7,cajun
the-crawfish-pot-and-oyster-bar-houston-7,seafood
hugos-houston,mexican
hugos-houston,breakfast_brunch
hugos-houston,vegetarian
taqueria-los-mexicanos-houston,restaurants
matties-catfish-kitchen-and-more-houston,fishnchips
matties-catfish-kitchen-and-more-houston,seafood
taqueria-del-sol-houston,tex-mex
taqueria-del-sol-houston,mexican
taqueria-del-sol-houston,desserts
sonora-tacos-and-hotdogs-houston,hotdog
sonora-tacos-and-hotdogs-houston,tacos
reef-houston,seafood
reef-houston,lounges
gusto-gourmet-houston,venezuelan
gusto-gourmet-houston,mediterranean
gusto-gourmet-houston,syrian
lucky-palace-korean-restaurant-houston,korean
lucky-palace-korean-restaurant-houston,bbq
esthers-cajun-cafe-and-soul-food-houston,soulfood
esthers-cajun-cafe-and-soul-food-houston,cajun
moms-country-kitchen-houston,tradamerican
melange-creperie-houston,creperies
melange-creperie-houston,foodstands
fusion-taco-houston-3,tacos
fusion-taco-houston-3,salad
fusion-taco-houston-3,soup
your-pie-houston,pizza
your-pie-houston,gelato
your-pie-houston,salad
simply-viet-houston-2,sandwiches
simply-viet-houston-2,vietnamese
simply-viet-houston-2,bubbletea
rio-verdence-houston,breakfast_brunch
rio-verdence-houston,mexican
bellagreen-houston-3,tradamerican
cafe-lili-houston-2,mideastern
cafe-lili-houston-2,mediterranean
cafe-lili-houston-2,greek
the-original-ninfas-on-navigation-houston-3,mexican
the-original-ninfas-on-navigation-houston-3,tex-mex
local-foods-houston-2,salad
local-foods-houston-2,sandwiches
local-foods-houston-2,tradamerican
gorditas-aguascalientes-houston-2,mexican
treebeards-houston-3,southern
treebeards-houston-3,cafeteria
satay-malaysian-restaurant-houston-3,malaysian
afandim-uyghur-restaurant-houston-3,halal
afandim-uyghur-restaurant-houston-3,asianfusion
the-halal-guys-houston,mideastern
the-halal-guys-houston,halal
pdq-houston,chickenshop
pdq-houston,sandwiches
pdq-houston,hotdogs
perry-and-sons-market-and-grille-houston-2,steak
perry-and-sons-market-and-grille-houston-2,burgers
perry-and-sons-market-and-grille-houston-2,seafood
pho-le-houston-2,vietnamese
pho-le-houston-2,soup
cane-rosso-houston,pizza
cane-rosso-houston,italian
bombay-pizza-houston,pizza
bombay-pizza-houston,indpak
bombay-pizza-houston,vegetarian
bullritos-houston-6,tex-mex
bullritos-houston-6,mexican
bo-ne-by-e-t-houston-2,vietnamese
myung-dong-restaurant-houston-2,korean
biskit-junkie-houston-2,southern
biskit-junkie-houston-2,breakfast_brunch
biskit-junkie-houston-2,waffles
houstons-restaurant-houston-3,tradamerican
houstons-restaurant-houston-3,newamerican
houstons-restaurant-houston-3,steak
pax-americana-houston,newamerican
pax-americana-houston,cocktailbars
cafe-adel-houston-2,modern_european
san-dong-noodle-house-houston,chinese
san-dong-noodle-house-houston,taiwanese
san-dong-noodle-house-houston,noodles
balls-out-burger-houston,burgers
balls-out-burger-houston,bars
afghan-express-houston,afghani
afghan-express-houston,mideastern
best-made-hamburgers-houston,hotdog
best-made-hamburgers-houston,foodstands
best-made-hamburgers-houston,burgers
hokkaido-japanese-restaurant-houston,japanese
hokkaido-japanese-restaurant-houston,sushi
kuen-noodle-house-houston-3,chinese
kuen-noodle-house-houston-3,ramen
kuen-noodle-house-houston-3,noodles
luna-y-sol-mexican-grill-houston,mexican
pollo-bravo-houston-9,peruvian
pappa-genos-steak-and-cheese-houston-2,sandwiches
pappa-genos-steak-and-cheese-houston-2,cheesesteaks
pappa-genos-steak-and-cheese-houston-2,burgers
los-cocos-restaurant-houston,mexican
les-baget-vietnamese-café-houston-3,vietnamese
les-baget-vietnamese-café-houston-3,breakfast_brunch
les-baget-vietnamese-café-houston-3,cafes
captain-bennys-half-shell-oyster-bar-houston,seafood
captain-bennys-half-shell-oyster-bar-houston,cajun
wild-kitchen-houston,cajun
wild-kitchen-houston,burgers
punta-cana-caribbean-restaurant-houston,latin
punta-cana-caribbean-restaurant-houston,dominican
punta-cana-caribbean-restaurant-houston,puertorican
good-dog-houston-3,hotdog
good-dog-houston-3,foodtrucks
pho-houston-houston,vietnamese
the-toasted-yolk-cafe-houston,breakfast_brunch
the-toasted-yolk-cafe-houston,newamerican
baby-barnabys-café-houston-2,breakfast_brunch
baby-barnabys-café-houston-2,cafes
baby-barnabys-café-houston-2,burgers
la-table-houston-3,desserts
la-table-houston-3,french
la-table-houston-3,mediterranean
istanbul-grill-houston,turkish
istanbul-grill-houston,mideastern
istanbul-grill-houston,mediterranean
real-deal-fast-foods-houston,restaurants
son-nam-restaurant-houston,vietnamese
la-fresca-pizza-houston-3,pizza
nosh-houston-2,coffee
nosh-houston-2,breakfast_brunch
nosh-houston-2,icecream
tacos-el-gato-houston,mexican
tacos-el-gato-houston,foodstands
liberty-kitchen-at-the-treehouse-houston-2,southern
liberty-kitchen-at-the-treehouse-houston-2,newamerican
liberty-kitchen-at-the-treehouse-houston-2,seafood
el-petate-houston,salvadoran
down-the-street-houston,cocktailbars
down-the-street-houston,tapasmallplates
pinkertons-barbecue-houston-2,bbq
pizzinis-italian-restaurant-houston,italian
xiongs-café-houston-3,chinese
xiongs-café-houston-3,noodles
xiongs-café-houston-3,soup
barnabys-cafe-houston-3,newamerican
barnabys-cafe-houston-3,breakfast_brunch
barnabys-cafe-houston-3,wine_bars
xin-jiang-bbq-houston,bbq
xin-jiang-bbq-houston,chinese
winbern-mess-hall-houston,asianfusion
winbern-mess-hall-houston,bars
taqueria-los-reyes-houston-3,mexican
dizzy-kaktus-houston,tex-mex
dizzy-kaktus-houston,tacos
dizzy-kaktus-houston,breakfast_brunch
good-eats-houston-3,tradamerican
good-eats-houston-3,newamerican
good-eats-houston-3,bbq
grindhouse-houston,donuts
grindhouse-houston,coffee
grindhouse-houston,sandwiches
joes-cafe-houston,southern
joes-cafe-houston,seafood
joes-cafe-houston,tradamerican
boudreauxs-cajun-kitchen-houston-8,cajun
boudreauxs-cajun-kitchen-houston-8,southern
boudreauxs-cajun-kitchen-houston-8,seafood
frenchys-chicken-houston-37,cajun
frenchys-chicken-houston-37,chickenshop
frenchys-chicken-houston-37,soulfood
roka-akor-houston-houston-3,sushi
roka-akor-houston-houston-3,steak
roka-akor-houston-houston-3,japanese
la-calle-tacos-houston,tacos
la-calle-tacos-houston,breakfast_brunch
da-marco-houston,italian
the-devine-affair-houston,newamerican
sushi-miyagi-houston,sushi
sushi-miyagi-houston,japanese
shawarma-stop-houston-4,mediterranean
shawarma-stop-houston-4,foodtrucks
shawarma-stop-houston-4,lebanese
the-waffle-bus-houston,sandwiches
the-waffle-bus-houston,foodtrucks
the-waffle-bus-houston,waffles
brother-in-laws-bar-b-que-houston,bbq
k-and-s-seafood-bar-and-grill-houston,seafood
k-and-s-seafood-bar-and-grill-houston,cajun
k-and-s-seafood-bar-and-grill-houston,sandwiches
jimmy-gs-houston-2,cajun
jimmy-gs-houston-2,seafood
torchys-tacos-houston-10,tex-mex
torchys-tacos-houston-10,tacos
atlas-pub-houston-2,gastropubs
avesta-persian-grill-houston-4,persian
avesta-persian-grill-houston-4,mideastern
avesta-persian-grill-houston-4,halal
niko-nikos-greek-and-american-cafe-houston,greek
niko-nikos-greek-and-american-cafe-houston,mediterranean
down-house-houston,bars
down-house-houston,breakfast_brunch
down-house-houston,coffee
china-101-express-houston,chinese
china-101-express-houston,asianfusion
alice-blue-houston,breakfast_brunch
alice-blue-houston,cocktailbars
alice-blue-houston,tradamerican
okome-don-houston-2,poke
okome-don-houston-2,salad
okome-don-houston-2,soup
fainmous-bbq-houston,bbq
osaka-japanese-steakhouse-houston,japanese
osaka-japanese-steakhouse-houston,sushi
osaka-japanese-steakhouse-houston,asianfusion
pasha-houston-3,turkish
pasha-houston-3,mediterranean
wokker-food-truck-houston-2,foodtrucks
wokker-food-truck-houston-2,asianfusion
doux-cafe-houston,creperies
doux-cafe-houston,coffee
doux-cafe-houston,waffles
saldivias-south-american-grill-houston-2,argentine
saldivias-south-american-grill-houston-2,latin
el-burro-and-the-bull-houston,bbq
pi-pizza-houston,pizza
pi-pizza-houston,bars
pi-pizza-houston,desserts
luna-pizzeria-houston-2,pizza
yia-yia-marys-hobby-airport-houston-3,mediterranean
yia-yia-marys-hobby-airport-houston-3,greek
hunan-bistro-houston-2,chinese
boil-house-houston,cajun
boil-house-houston,seafood
palomo-pit-bbq-houston,bbq
palomo-pit-bbq-houston,popuprestaurants
shake-shack-houston,burgers
shake-shack-houston,hotdog
bbs-cafe-houston-3,cajun
b-and-b-butchers-and-restaurant-houston-4,butcher
b-and-b-butchers-and-restaurant-houston-4,steak
b-and-b-butchers-and-restaurant-houston-4,cocktailbars
3-bros-kabab-house-houston,mideastern
3-bros-kabab-house-houston,kebab
abu-omar-halal-houston-3,foodtrucks
abu-omar-halal-houston-3,halal
abu-omar-halal-houston-3,arabian
luchi-and-joeys-houston-4,mexican
the-boot-houston,cajun
the-boot-houston,seafood
the-boot-houston,sportsbars
chef-liu-restaurant-houston,szechuan
pappas-seafood-house-houston-6,seafood
pappas-seafood-house-houston-6,bars
pappas-seafood-house-houston-6,cajun
the-brisket-house-houston-2,bbq
franks-pizza-houston,pizza
franks-pizza-houston,italian
franks-pizza-houston,burgers
hong-kongs-cafe-houston,cantonese
hong-kongs-cafe-houston,breakfast_brunch
hong-kongs-cafe-houston,hkcafe
tortoni-pasta-pizza-vino-houston-6,pizza
tortoni-pasta-pizza-vino-houston-6,italian
georges-pizza-and-italian-cuisine-houston,italian
telwink-grill-houston,tradamerican
telwink-grill-houston,diners
telwink-grill-houston,breakfast_brunch
acai-brasil-houston-3,juicebars
acai-brasil-houston-3,acaibowls
acai-brasil-houston-3,brazilian
classic-burger-houston,burgers
pappasitos-cantina-houston-33,tex-mex
pappasitos-cantina-houston-33,seafood
pappasitos-cantina-houston-33,desserts
park-grill-houston,sandwiches
park-grill-houston,tradamerican
park-grill-houston,breakfast_brunch
houstons-famous-deli-houston,delis
houstons-famous-deli-houston,sandwiches
houstons-famous-deli-houston,soup
el-tiempo-cantina-navigation-houston-2,mexican
el-tiempo-cantina-navigation-houston-2,tex-mex
pinks-pizza-houston-6,pizza
pinks-pizza-houston-6,italian
pinks-pizza-houston-6,gluten_free
taco-palenque-houston-houston,mexican
hang-xanh-sandwiches-and-boba-tea-zone-houston,vietnamese
hang-xanh-sandwiches-and-boba-tea-zone-houston,bubbletea
hang-xanh-sandwiches-and-boba-tea-zone-houston,sandwiches
the-union-kitchen-houston-3,newamerican
pho-binh-59-south-houston,vietnamese
pho-binh-59-south-houston,soup
the-pass-houston-6,newamerican
the-pass-houston-6,bars
los-meros-tacos-y-su-trompo-tribalero-houston,tacos
los-meros-tacos-y-su-trompo-tribalero-houston,foodtrucks
cool-runnings-jamaican-grill-houston,caribbean
cool-runnings-jamaican-grill-houston,tradamerican
cool-runnings-jamaican-grill-houston,cocktailbars
antojitos-salvadorenos-houston-2,salvadoran
jonjons-hot-dog-houston-2,hotdog
jonjons-hot-dog-houston-2,foodstands
ramen-fun-houston-2,ramen
ramen-fun-houston-2,noodles
la-original-lupitas-restaurant-houston,salvadoran
la-original-lupitas-restaurant-houston,mexican
the-flat-houston,lounges
the-flat-houston,newamerican
chicken-plus-houston-2,chickenshop
chicken-plus-houston-2,hotdogs
bistecca-houston,steak
bistecca-houston,italian
ko-bob-houston-2,korean
ko-bob-houston-2,foodtrucks
tacos-tec-lo-mejor-de-monterrey-houston,mexican
new-york-coffee-shop-houston,coffee
new-york-coffee-shop-houston,breakfast_brunch
new-york-coffee-shop-houston,bagels
muiishi-makirritos-houston,japanese
muiishi-makirritos-houston,foodtrucks
muiishi-makirritos-houston,sushi
tiger-den-houston,ramen
tiger-den-houston,izakaya
kenny-and-ziggys-new-york-delicatessen-houston,delis
kenny-and-ziggys-new-york-delicatessen-houston,tradamerican
hubcap-grill-houston,burgers
dögarz-döner-houston-2,mediterranean
dögarz-döner-houston-2,turkish
dögarz-döner-houston-2,german
jarro-cafe-houston-5,foodtrucks
jarro-cafe-houston-5,tacos
pappas-bros-steakhouse-houston,steak
empire-cafe-houston,coffee
empire-cafe-houston,breakfast_brunch
empire-cafe-houston,newamerican
cues-burgers-and-more-houston,burgers
the-caddy-shack-houston,bars
the-caddy-shack-houston,tradamerican
saltgrass-steak-house-houston-7,gluten_free
saltgrass-steak-house-houston-7,steak
punks-simple-southern-food-houston,southern
treebeards-houston-4,southern
treebeards-houston-4,cafeteria
pappa-charlies-barbeque-houston,bbq
goode-company-seafood-houston-2,seafood
goode-company-seafood-houston-2,desserts
goode-company-seafood-houston-2,wine_bars
hughies-heights-houston,vietnamese
hughies-heights-houston,newamerican
hughies-heights-houston,asianfusion
songkran-thai-kitchen-houston,thai
songkran-thai-kitchen-houston,cocktailbars
songkran-thai-kitchen-houston,desserts
beer-market-midtown-houston-3,beerbar
beer-market-midtown-houston-3,tradamerican
beer-market-midtown-houston-3,cocktailbars
